21.0,8.0,11.0,8.0,100.0,49.0,1017.0,1012.0,4.0,0.0,10.0,Fog
19.0,8.0,11.0,8.0,100.0,52.0,1014.0,1011.0,3.0,0.0,23.0,Fog
21.0,8.0,11.0,8.0,100.0,43.0,1015.0,1010.0,3.0,0.0,19.0,Fog
19.0,13.0,15.0,9.0,100.0,60.0,1010.0,1007.0,3.0,0.0,29.0,Rain
19.0,10.0,15.0,10.0,100.0,64.0,1013.0,1008.0,2.0,0.0,14.0,Rain
18.0,11.0,13.0,9.0,100.0,68.0,1015.0,1012.0,3.0,0.0,23.0,Fog
18.0,7.0,10.0,2.0,100.0,34.0,1016.0,1013.0,5.0,0.0,23.0,Fog
19.0,6.0,7.0,2.0,93.0,32.0,1017.0,1013.0,5.0,1.0,29.0,Sunshine
21.0,7.0,8.0,1.0,100.0,28.0,1015.0,1012.0,5.0,1.0,26.0,Fog
25.0,8.0,12.0,3.0,87.0,25.0,1012.0,1005.0,5.0,1.0,19.0,Sunshine
20.0,9.0,12.0,8.0,94.0,56.0,1011.0,1006.0,4.0,1.0,19.0,Fog
21.0,9.0,13.0,0.0,100.0,25.0,1015.0,1011.0,6.0,0.0,19.0,Fog
20.0,8.0,8.0,-1.0,87.0,30.0,1019.0,1014.0,4.0,1.0,26.0,Sunshine
21.0,7.0,7.0,1.0,87.0,28.0,1019.0,1016.0,6.0,1.0,37.0,Sunshine
23.0,8.0,8.0,-1.0,87.0,20.0,1017.0,1013.0,7.0,1.0,32.0,Sunshine
23.0,10.0,12.0,6.0,82.0,35.0,1015.0,1010.0,4.0,1.0,23.0,Sunshine
22.0,11.0,11.0,6.0,100.0,35.0,1013.0,1009.0,5.0,0.0,24.0,Fog
22.0,13.0,10.0,-1.0,77.0,22.0,1014.0,1009.0,6.0,1.0,27.0,Sunshine
22.0,9.0,6.0,-2.0,82.0,20.0,1014.0,1011.0,7.0,1.0,32.0,Sunshine
23.0,10.0,9.0,3.0,76.0,27.0,1015.0,1011.0,6.0,1.0,14.0,Sunshine
23.0,10.0,7.0,0.0,76.0,22.0,1019.0,1014.0,5.0,1.0,16.0,Sunshine
21.0,9.0,8.0,1.0,76.0,27.0,1020.0,1016.0,5.0,1.0,23.0,Sunshine
23.0,10.0,8.0,4.0,87.0,29.0,1020.0,1016.0,5.0,1.0,19.0,Fog
24.0,10.0,7.0,1.0,76.0,22.0,1018.0,1016.0,4.0,1.0,16.0,Sunshine
25.0,11.0,9.0,3.0,77.0,24.0,1017.0,1013.0,5.0,1.0,34.0,Sunshine
29.0,13.0,13.0,5.0,77.0,25.0,1016.0,1011.0,6.0,1.0,23.0,Sunshine
25.0,17.0,15.0,12.0,82.0,47.0,1015.0,1011.0,3.0,1.0,29.0,Sunshine
25.0,15.0,15.0,13.0,88.0,50.0,1016.0,1013.0,3.0,1.0,23.0,Sunshine
25.0,20.0,8.0,4.0,46.0,26.0,1016.0,1014.0,5.0,2.0,19.0,Sunshine
26.0,11.0,11.0,4.0,82.0,24.0,1018.0,1014.0,6.0,1.0,29.0,Sunshine
32.0,15.0,16.0,7.0,77.0,22.0,1016.0,1010.0,6.0,1.0,14.0,Sunshine
28.0,17.0,14.0,4.0,73.0,21.0,1018.0,1011.0,7.0,2.0,27.0,Sunshine
23.0,9.0,9.0,4.0,88.0,31.0,1020.0,1016.0,6.0,1.0,19.0,Fog
24.0,10.0,9.0,5.0,94.0,31.0,1018.0,1014.0,6.0,1.0,21.0,Sunshine
26.0,11.0,10.0,5.0,88.0,28.0,1019.0,1014.0,5.0,1.0,11.0,Fog
29.0,15.0,27.0,6.0,94.0,23.0,1019.0,1015.0,6.0,1.0,14.0,Sunshine
27.0,16.0,15.0,9.0,82.0,36.0,1019.0,1013.0,3.0,1.0,13.0,Sunshine
29.0,16.0,16.0,10.0,94.0,32.0,1017.0,1014.0,6.0,1.0,23.0,Fog
28.0,16.0,18.0,12.0,94.0,37.0,1016.0,1012.0,5.0,0.0,26.0,Fog
28.0,15.0,17.0,11.0,100.0,37.0,1017.0,1013.0,6.0,0.0,19.0,Fog
30.0,15.0,16.0,10.0,100.0,29.0,1017.0,1012.0,5.0,0.0,13.0,Fog
29.0,15.0,16.0,6.0,100.0,23.0,1015.0,1011.0,6.0,0.0,19.0,Fog
25.0,17.0,16.0,11.0,88.0,41.0,1013.0,1010.0,5.0,1.0,19.0,Rain
26.0,18.0,17.0,10.0,94.0,36.0,1013.0,1010.0,5.0,1.0,19.0,Fog
27.0,17.0,17.0,9.0,94.0,36.0,1016.0,1010.0,3.0,1.0,16.0,Sunshine
26.0,20.0,13.0,8.0,64.0,32.0,1009.0,1007.0,7.0,1.0,19.0,Sunshine
26.0,20.0,13.0,8.0,64.0,32.0,1009.0,1007.0,7.0,1.0,19.0,Sunshine
26.0,20.0,13.0,8.0,64.0,32.0,1009.0,1007.0,7.0,1.0,19.0,Sunshine
26.0,20.0,13.0,8.0,64.0,32.0,1009.0,1007.0,7.0,1.0,19.0,Sunshine
26.0,20.0,13.0,8.0,64.0,32.0,1009.0,1007.0,7.0,1.0,19.0,Sunshine
26.0,20.0,13.0,8.0,64.0,32.0,1009.0,1007.0,7.0,1.0,19.0,Sunshine
25.0,16.0,15.0,11.0,88.0,41.0,1014.0,1007.0,6.0,1.0,37.0,Rain
25.0,13.0,15.0,9.0,100.0,36.0,1014.0,1011.0,7.0,0.0,29.0,Fog
27.0,13.0,13.0,6.0,100.0,28.0,1015.0,1012.0,6.0,0.0,24.0,Fog
28.0,14.0,13.0,5.0,88.0,23.0,1014.0,1011.0,7.0,1.0,37.0,Fog
29.0,15.0,13.0,9.0,88.0,29.0,1015.0,1011.0,7.0,1.0,19.0,Sunshine
31.0,16.0,14.0,8.0,82.0,25.0,1015.0,1011.0,6.0,1.0,21.0,Sunshine
28.0,21.0,17.0,9.0,73.0,30.0,1013.0,1011.0,6.0,2.0,32.0,Rain
24.0,17.0,19.0,8.0,100.0,46.0,1014.0,1009.0,7.0,1.0,47.0,Thunderstorm
27.0,16.0,18.0,11.0,100.0,37.0,1012.0,1010.0,7.0,1.0,26.0,Fog
27.0,18.0,18.0,14.0,83.0,48.0,1013.0,1010.0,7.0,1.0,14.0,Sunshine
28.0,20.0,18.0,11.0,83.0,39.0,1012.0,1006.0,5.0,1.0,23.0,Thunderstorm
29.0,18.0,20.0,11.0,94.0,35.0,1010.0,1006.0,5.0,3.0,24.0,Thunderstorm
24.0,15.0,20.0,15.0,100.0,65.0,1013.0,1007.0,5.0,2.0,19.0,Thunderstorm
26.0,15.0,17.0,10.0,100.0,47.0,1016.0,1012.0,6.0,1.0,34.0,Sunshine
26.0,15.0,15.0,13.0,94.0,47.0,1016.0,1011.0,7.0,2.0,16.0,Thunderstorm
27.0,15.0,17.0,9.0,100.0,32.0,1016.0,1011.0,6.0,1.0,23.0,Sunshine
29.0,16.0,18.0,13.0,94.0,42.0,1011.0,1007.0,6.0,1.0,32.0,Fog
33.0,19.0,20.0,12.0,94.0,29.0,1010.0,1005.0,8.0,1.0,19.0,Sunshine
29.0,10.0,21.0,10.0,100.0,48.0,1011.0,1006.0,6.0,2.0,40.0,Rain
31.0,19.0,20.0,13.0,100.0,33.0,1012.0,1009.0,6.0,1.0,14.0,Fog
33.0,19.0,20.0,14.0,100.0,31.0,1013.0,1008.0,8.0,1.0,13.0,Fog
35.0,21.0,20.0,10.0,78.0,22.0,1011.0,1006.0,8.0,1.0,14.0,Sunshine
34.0,23.0,19.0,13.0,78.0,28.0,1010.0,1005.0,6.0,2.0,14.0,Sunshine
35.0,23.0,17.0,1.0,69.0,13.0,1009.0,1004.0,8.0,1.0,24.0,Sunshine
34.0,22.0,13.0,5.0,50.0,20.0,1009.0,1004.0,3.0,1.0,26.0,Sunshine
31.0,19.0,16.0,2.0,78.0,16.0,1011.0,1008.0,8.0,1.0,26.0,Sunshine
30.0,16.0,10.0,6.0,68.0,23.0,1013.0,1010.0,8.0,2.0,26.0,Sunshine
32.0,17.0,11.0,4.0,68.0,17.0,1014.0,1011.0,5.0,2.0,19.0,Sunshine
33.0,18.0,13.0,6.0,73.0,18.0,1014.0,1010.0,8.0,1.0,26.0,Sunshine
34.0,20.0,14.0,8.0,64.0,20.0,1013.0,1009.0,8.0,1.0,23.0,Sunshine
35.0,22.0,24.0,8.0,94.0,19.0,1011.0,1007.0,8.0,3.0,24.0,Sunshine
35.0,22.0,15.0,8.0,60.0,19.0,1012.0,1008.0,8.0,1.0,37.0,Sunshine
36.0,22.0,15.0,8.0,57.0,18.0,1013.0,1008.0,8.0,2.0,26.0,Sunshine
38.0,22.0,15.0,11.0,60.0,20.0,1011.0,1006.0,8.0,1.0,32.0,Sunshine
37.0,25.0,13.0,6.0,44.0,15.0,1009.0,1003.0,8.0,1.0,13.0,Sunshine
37.0,25.0,19.0,7.0,58.0,22.0,1008.0,1004.0,5.0,1.0,14.0,Sunshine
35.0,26.0,22.0,12.0,66.0,33.0,1011.0,1007.0,4.0,3.0,21.0,Sunshine
36.0,24.0,19.0,10.0,73.0,20.0,1011.0,1006.0,5.0,3.0,29.0,Sunshine
28.0,28.0,16.0,16.0,48.0,48.0,1009.0,1009.0,3.0,3.0,0.0,Sunshine
28.0,28.0,16.0,16.0,48.0,48.0,1009.0,1009.0,3.0,3.0,0.0,Sunshine
32.0,22.0,22.0,17.0,100.0,40.0,1006.0,1004.0,5.0,2.0,14.0,Sunshine
29.0,21.0,21.0,18.0,100.0,54.0,1008.0,1005.0,5.0,1.0,23.0,Fog
32.0,22.0,22.0,17.0,100.0,40.0,1006.0,1004.0,5.0,2.0,14.0,Sunshine
32.0,22.0,22.0,17.0,100.0,40.0,1006.0,1004.0,5.0,2.0,14.0,Sunshine
29.0,21.0,21.0,18.0,100.0,54.0,1008.0,1005.0,5.0,1.0,23.0,Fog
32.0,20.0,22.0,16.0,100.0,40.0,1009.0,1004.0,8.0,1.0,26.0,Fog
35.0,23.0,22.0,16.0,83.0,32.0,1007.0,1001.0,7.0,1.0,10.0,Sunshine
33.0,21.0,22.0,17.0,100.0,38.0,1009.0,1004.0,5.0,3.0,27.0,Rain
34.0,22.0,22.0,7.0,94.0,19.0,1011.0,1007.0,8.0,3.0,21.0,Sunshine
35.0,21.0,11.0,3.0,53.0,14.0,1008.0,1005.0,8.0,3.0,37.0,Sunshine
37.0,23.0,11.0,3.0,44.0,13.0,1007.0,1004.0,7.0,2.0,19.0,Sunshine
36.0,26.0,13.0,8.0,42.0,20.0,1007.0,1004.0,7.0,2.0,16.0,Sunshine
36.0,25.0,13.0,9.0,47.0,19.0,1007.0,1004.0,5.0,3.0,19.0,Sunshine
37.0,25.0,15.0,4.0,47.0,13.0,1009.0,1005.0,6.0,3.0,14.0,Sunshine
36.0,23.0,13.0,3.0,47.0,13.0,1010.0,1003.0,6.0,2.0,23.0,Sunshine
36.0,23.0,13.0,7.0,53.0,17.0,1009.0,1004.0,7.0,2.0,37.0,Sunshine
38.0,22.0,12.0,3.0,53.0,12.0,1007.0,1002.0,7.0,1.0,27.0,Sunshine
40.0,24.0,12.0,5.0,44.0,12.0,1005.0,1000.0,6.0,1.0,23.0,Sunshine
38.0,25.0,14.0,2.0,47.0,13.0,1002.0,999.0,6.0,1.0,32.0,Sunshine
39.0,23.0,11.0,6.0,38.0,14.0,1003.0,998.0,8.0,2.0,23.0,Sunshine
40.0,29.0,15.0,7.0,42.0,14.0,1004.0,1000.0,6.0,2.0,40.0,Sunshine
39.0,26.0,17.0,8.0,51.0,15.0,1006.0,1002.0,6.0,1.0,55.0,Thunderstorm
38.0,25.0,17.0,11.0,61.0,22.0,1007.0,1001.0,7.0,3.0,27.0,Sunshine
39.0,26.0,18.0,11.0,51.0,21.0,1006.0,1001.0,5.0,3.0,21.0,Sunshine
39.0,27.0,20.0,15.0,52.0,31.0,1006.0,1001.0,5.0,2.0,23.0,Sunshine
38.0,27.0,23.0,19.0,70.0,39.0,1003.0,999.0,5.0,2.0,23.0,Sunshine
38.0,26.0,28.0,17.0,100.0,39.0,1006.0,999.0,5.0,3.0,34.0,Thunderstorm
38.0,24.0,26.0,18.0,100.0,44.0,1004.0,999.0,5.0,2.0,61.0,Thunderstorm
35.0,22.0,24.0,10.0,100.0,26.0,1009.0,999.0,4.0,1.0,47.0,Thunderstorm
34.0,22.0,23.0,13.0,89.0,37.0,1006.0,1000.0,5.0,2.0,48.0,Thunderstorm
29.0,20.0,22.0,18.0,94.0,55.0,1009.0,1000.0,5.0,2.0,29.0,Thunderstorm
32.0,21.0,23.0,17.0,100.0,40.0,1008.0,1005.0,6.0,1.0,14.0,Fog
32.0,23.0,23.0,18.0,100.0,46.0,1008.0,1004.0,7.0,1.0,35.0,Sunshine
23.0,23.0,22.0,22.0,94.0,94.0,1005.0,1005.0,3.0,3.0,6.0,Sunshine
23.0,23.0,22.0,22.0,94.0,94.0,1005.0,1005.0,3.0,3.0,6.0,Sunshine
34.0,29.0,19.0,18.0,55.0,38.0,1006.0,1004.0,8.0,4.0,21.0,Sunshine
37.0,26.0,28.0,17.0,83.0,30.0,1007.0,1002.0,7.0,0.0,84.0,Thunderstorm
38.0,27.0,23.0,18.0,65.0,31.0,1007.0,1003.0,6.0,1.0,27.0,Sunshine
39.0,28.0,23.0,17.0,66.0,29.0,1008.0,1002.0,6.0,2.0,47.0,Sunshine
30.0,30.0,21.0,21.0,58.0,58.0,1004.0,1004.0,3.0,3.0,11.0,Sunshine
36.0,29.0,22.0,19.0,66.0,37.0,1005.0,1002.0,3.0,1.0,23.0,Sunshine
39.0,28.0,23.0,17.0,74.0,27.0,1005.0,999.0,6.0,1.0,21.0,Sunshine
37.0,24.0,24.0,16.0,100.0,43.0,1011.0,1001.0,5.0,2.0,19.0,Rain
37.0,32.0,23.0,19.0,52.0,37.0,1008.0,1003.0,7.0,5.0,13.0,Sunshine
39.0,27.0,25.0,17.0,79.0,27.0,1006.0,1001.0,7.0,1.0,84.0,Sunshine
42.0,29.0,23.0,16.0,66.0,23.0,1005.0,999.0,7.0,1.0,26.0,Sunshine
43.0,31.0,24.0,17.0,59.0,22.0,1002.0,998.0,6.0,1.0,26.0,Thunderstorm
41.0,31.0,24.0,20.0,59.0,30.0,1002.0,996.0,5.0,2.0,27.0,Sunshine
41.0,28.0,24.0,20.0,70.0,31.0,1001.0,995.0,7.0,3.0,100.0,Sunshine
29.0,22.0,24.0,21.0,100.0,62.0,1005.0,999.0,5.0,1.0,26.0,Thunderstorm
31.0,24.0,27.0,24.0,100.0,74.0,1007.0,1002.0,4.0,2.0,19.0,Thunderstorm
36.0,27.0,29.0,24.0,100.0,56.0,1005.0,1000.0,5.0,1.0,21.0,Sunshine
38.0,30.0,29.0,25.0,94.0,50.0,1002.0,997.0,5.0,2.0,23.0,Sunshine
38.0,29.0,27.0,25.0,84.0,50.0,1000.0,995.0,5.0,2.0,26.0,Rain
37.0,28.0,29.0,25.0,89.0,53.0,999.0,994.0,6.0,2.0,14.0,Sunshine
39.0,29.0,29.0,25.0,100.0,47.0,997.0,992.0,6.0,2.0,13.0,Sunshine
35.0,27.0,29.0,26.0,100.0,63.0,997.0,994.0,5.0,3.0,16.0,Thunderstorm
36.0,26.0,29.0,24.0,100.0,67.0,997.0,993.0,5.0,3.0,103.0,Thunderstorm
34.0,27.0,29.0,25.0,100.0,67.0,995.0,991.0,4.0,2.0,10.0,Sunshine
36.0,27.0,29.0,25.0,100.0,53.0,997.0,991.0,5.0,3.0,27.0,Rain
35.0,27.0,28.0,25.0,100.0,63.0,997.0,994.0,5.0,3.0,23.0,Sunshine
37.0,28.0,29.0,24.0,94.0,47.0,999.0,995.0,6.0,4.0,14.0,Sunshine
39.0,29.0,26.0,22.0,84.0,39.0,999.0,994.0,7.0,4.0,26.0,Sunshine
41.0,30.0,25.0,21.0,74.0,31.0,999.0,995.0,7.0,4.0,23.0,Sunshine
40.0,29.0,29.0,21.0,79.0,33.0,999.0,994.0,5.0,2.0,23.0,Sunshine
40.0,30.0,29.0,23.0,94.0,38.0,999.0,995.0,6.0,3.0,29.0,Sunshine
38.0,29.0,30.0,23.0,94.0,47.0,999.0,994.0,8.0,3.0,26.0,Sunshine
38.0,29.0,29.0,27.0,100.0,53.0,998.0,995.0,5.0,3.0,23.0,Sunshine
37.0,28.0,29.0,24.0,94.0,56.0,1000.0,996.0,5.0,3.0,19.0,Sunshine
39.0,27.0,29.0,25.0,100.0,45.0,998.0,993.0,8.0,3.0,26.0,Rain
37.0,26.0,28.0,26.0,100.0,56.0,996.0,992.0,6.0,3.0,29.0,Thunderstorm
35.0,26.0,31.0,25.0,100.0,59.0,998.0,994.0,6.0,1.0,19.0,Rain
36.0,29.0,30.0,25.0,100.0,59.0,999.0,996.0,5.0,2.0,27.0,Rain
37.0,28.0,29.0,27.0,100.0,56.0,1000.0,997.0,5.0,3.0,23.0,Sunshine
34.0,27.0,31.0,27.0,100.0,71.0,1002.0,999.0,4.0,3.0,23.0,Rain
32.0,29.0,30.0,26.0,100.0,75.0,1001.0,997.0,4.0,3.0,13.0,Rain
29.0,27.0,29.0,26.0,100.0,84.0,1000.0,996.0,3.0,2.0,14.0,Rain
37.0,28.0,29.0,20.0,100.0,46.0,1000.0,997.0,6.0,2.0,11.0,Sunshine
37.0,30.0,32.0,27.0,100.0,56.0,1002.0,999.0,6.0,2.0,16.0,Sunshine
35.0,29.0,31.0,28.0,100.0,67.0,1005.0,1000.0,4.0,3.0,13.0,Sunshine
31.0,27.0,30.0,27.0,100.0,84.0,1004.0,1000.0,3.0,2.0,21.0,Rain
33.0,27.0,28.0,27.0,100.0,71.0,1006.0,1001.0,3.0,1.0,11.0,Rain
33.0,27.0,27.0,25.0,100.0,71.0,1006.0,1002.0,5.0,3.0,14.0,Rain
35.0,27.0,28.0,25.0,100.0,56.0,1005.0,1000.0,7.0,2.0,13.0,Sunshine
34.0,27.0,29.0,27.0,100.0,71.0,1004.0,1000.0,4.0,1.0,14.0,Rain
33.0,27.0,30.0,27.0,100.0,79.0,1003.0,999.0,4.0,2.0,13.0,Sunshine
36.0,28.0,29.0,27.0,100.0,63.0,1002.0,998.0,5.0,2.0,21.0,Sunshine
35.0,26.0,29.0,26.0,100.0,63.0,1002.0,998.0,6.0,2.0,19.0,Sunshine
35.0,28.0,28.0,26.0,100.0,63.0,1002.0,998.0,5.0,3.0,19.0,Sunshine
35.0,27.0,30.0,26.0,100.0,59.0,1000.0,996.0,5.0,2.0,26.0,Rain
32.0,26.0,29.0,26.0,100.0,75.0,999.0,996.0,4.0,2.0,14.0,Sunshine
34.0,28.0,29.0,25.0,100.0,63.0,998.0,995.0,3.0,2.0,14.0,Rain
31.0,26.0,29.0,26.0,100.0,84.0,998.0,994.0,3.0,1.0,11.0,Thunderstorm
28.0,25.0,28.0,25.0,100.0,100.0,997.0,991.0,2.0,1.0,26.0,Rain
32.0,25.0,28.0,23.0,100.0,75.0,1000.0,997.0,5.0,2.0,19.0,Sunshine
34.0,27.0,27.0,24.0,94.0,63.0,999.0,996.0,5.0,3.0,34.0,Sunshine
35.0,26.0,28.0,23.0,89.0,59.0,1000.0,997.0,5.0,3.0,23.0,Sunshine
35.0,34.0,27.0,26.0,63.0,59.0,999.0,998.0,5.0,5.0,14.0,Sunshine
32.0,28.0,29.0,25.0,94.0,66.0,1002.0,999.0,5.0,3.0,37.0,Sunshine
32.0,26.0,27.0,25.0,94.0,66.0,1006.0,1002.0,4.0,3.0,23.0,Sunshine
32.0,27.0,27.0,25.0,94.0,70.0,1008.0,1004.0,5.0,4.0,19.0,Sunshine
34.0,27.0,27.0,23.0,94.0,59.0,1006.0,1002.0,5.0,3.0,27.0,Sunshine
35.0,28.0,28.0,23.0,94.0,56.0,1005.0,1002.0,5.0,3.0,26.0,Sunshine
33.0,27.0,27.0,25.0,100.0,63.0,1005.0,1002.0,5.0,2.0,19.0,Thunderstorm
33.0,26.0,28.0,25.0,100.0,66.0,1004.0,1001.0,5.0,1.0,14.0,Thunderstorm
34.0,25.0,26.0,24.0,100.0,59.0,1006.0,1002.0,5.0,1.0,19.0,Sunshine
35.0,26.0,27.0,25.0,100.0,56.0,1007.0,1004.0,6.0,4.0,19.0,Rain
35.0,26.0,27.0,24.0,94.0,56.0,1006.0,1003.0,7.0,4.0,29.0,Sunshine
35.0,27.0,27.0,25.0,89.0,59.0,1004.0,1000.0,5.0,3.0,27.0,Sunshine
36.0,27.0,28.0,24.0,94.0,50.0,1004.0,1001.0,5.0,3.0,23.0,Rain
32.0,27.0,29.0,26.0,100.0,75.0,1004.0,1001.0,3.0,1.0,16.0,Rain
36.0,28.0,28.0,26.0,100.0,59.0,1005.0,1002.0,5.0,1.0,14.0,Sunshine
36.0,29.0,28.0,25.0,89.0,56.0,1007.0,1002.0,7.0,3.0,16.0,Sunshine
35.0,28.0,28.0,24.0,94.0,53.0,1006.0,1002.0,6.0,3.0,23.0,Sunshine
34.0,28.0,27.0,24.0,94.0,59.0,1005.0,1000.0,6.0,3.0,21.0,Sunshine
33.0,26.0,28.0,25.0,100.0,66.0,1003.0,999.0,5.0,1.0,24.0,Rain
31.0,25.0,28.0,25.0,100.0,75.0,1001.0,997.0,3.0,2.0,35.0,Rain
31.0,26.0,28.0,26.0,100.0,79.0,1000.0,997.0,4.0,1.0,40.0,Rain
28.0,26.0,28.0,26.0,100.0,94.0,1005.0,1000.0,4.0,1.0,23.0,Rain
33.0,27.0,28.0,26.0,100.0,66.0,1004.0,1000.0,4.0,1.0,14.0,Fog
32.0,25.0,28.0,25.0,100.0,70.0,1004.0,1001.0,4.0,1.0,19.0,Rain
33.0,27.0,28.0,25.0,100.0,63.0,1005.0,1002.0,5.0,1.0,13.0,Sunshine
35.0,26.0,28.0,21.0,100.0,53.0,1006.0,1002.0,5.0,1.0,21.0,Sunshine
34.0,27.0,28.0,24.0,100.0,59.0,1006.0,1002.0,6.0,1.0,24.0,Sunshine
29.0,27.0,27.0,24.0,94.0,79.0,1005.0,1002.0,4.0,3.0,10.0,Sunshine
32.0,26.0,29.0,23.0,100.0,66.0,1006.0,1003.0,6.0,3.0,16.0,Rain
35.0,27.0,28.0,24.0,100.0,53.0,1007.0,1003.0,6.0,3.0,19.0,Sunshine
36.0,27.0,29.0,23.0,84.0,49.0,1007.0,1004.0,6.0,2.0,16.0,Sunshine
37.0,28.0,27.0,22.0,84.0,47.0,1008.0,1004.0,6.0,2.0,16.0,Sunshine
35.0,28.0,28.0,21.0,94.0,49.0,1010.0,1006.0,5.0,3.0,11.0,Sunshine
30.0,26.0,27.0,26.0,100.0,79.0,1010.0,1007.0,4.0,2.0,8.0,Rain
32.0,26.0,27.0,5.0,100.0,18.0,1009.0,1006.0,8.0,2.0,19.0,Rain
31.0,26.0,26.0,25.0,94.0,70.0,1009.0,1005.0,6.0,4.0,159.0,Sunshine
29.0,27.0,28.0,26.0,100.0,89.0,1008.0,1004.0,3.0,1.0,13.0,Thunderstorm
30.0,26.0,27.0,25.0,100.0,84.0,1007.0,1004.0,6.0,1.0,10.0,Rain
32.0,25.0,28.0,25.0,100.0,70.0,1009.0,1006.0,6.0,1.0,8.0,Sunshine
36.0,27.0,27.0,25.0,100.0,53.0,1009.0,1005.0,5.0,2.0,19.0,Rain
35.0,25.0,27.0,24.0,100.0,56.0,1009.0,1004.0,7.0,2.0,19.0,Rain
31.0,26.0,27.0,24.0,94.0,70.0,1009.0,1006.0,7.0,3.0,19.0,Sunshine
35.0,27.0,27.0,24.0,94.0,56.0,1010.0,1007.0,8.0,3.0,13.0,Sunshine
37.0,27.0,26.0,22.0,84.0,44.0,1011.0,1006.0,8.0,2.0,14.0,Sunshine
36.0,27.0,25.0,21.0,89.0,41.0,1017.0,1005.0,6.0,2.0,26.0,Sunshine
37.0,27.0,26.0,22.0,84.0,42.0,1011.0,1006.0,8.0,2.0,19.0,Sunshine
36.0,26.0,26.0,20.0,89.0,39.0,1010.0,1006.0,8.0,2.0,21.0,Sunshine
35.0,25.0,25.0,22.0,89.0,49.0,1011.0,1006.0,6.0,2.0,10.0,Sunshine
36.0,26.0,25.0,20.0,84.0,39.0,1010.0,1006.0,6.0,2.0,23.0,Sunshine
38.0,26.0,23.0,13.0,79.0,24.0,1009.0,1005.0,8.0,2.0,27.0,Sunshine
38.0,26.0,23.0,15.0,78.0,25.0,1008.0,1004.0,6.0,2.0,26.0,Sunshine
38.0,26.0,21.0,14.0,66.0,24.0,1007.0,1003.0,5.0,2.0,19.0,Sunshine
37.0,25.0,21.0,17.0,70.0,30.0,1006.0,1003.0,7.0,3.0,27.0,Sunshine
36.0,25.0,20.0,17.0,74.0,32.0,1009.0,1005.0,8.0,3.0,19.0,Sunshine
39.0,24.0,20.0,15.0,74.0,33.0,1012.0,1008.0,6.0,2.0,26.0,Sunshine
27.0,22.0,20.0,15.0,78.0,48.0,1013.0,1010.0,5.0,2.0,27.0,Thunderstorm
